ground_truth,predict_value
0.3095238095238095,0.27053698897361755
0.7222222222222222,0.7423890233039856
0.6746031746031745,0.7495960146188736
0.3492063492063492,0.23371386900544167
0.5238095238095238,0.4947471022605896
0.8174603174603176,0.8722248375415802
0.0,0.04071824252605438
0.8095238095238094,0.614615187048912
0.246031746031746,0.2525043599307537
0.3571428571428571,0.30674731731414795
0.7142857142857143,0.7230101972818375
0.0079365079365079,0.0974186584353447
0.6507936507936508,0.6920021325349808
0.0,0.043351005762815475
0.246031746031746,0.25675689056515694
0.4444444444444444,0.35431865230202675
0.0873015873015873,0.06044534221291542
0.6904761904761906,0.7047388106584549
0.8968253968253969,0.9070698022842407
0.2936507936507937,0.21801543235778809
0.873015873015873,0.7352906614542007
0.7460317460317459,0.7170385867357254
0.9206349206349206,0.9485911577939987
0.7619047619047619,0.7242037057876587
0.2063492063492064,0.14583192765712738
0.2539682539682539,0.24989793449640274
0.0,0.06767910346388817
0.0,0.06391598470509052
0.2222222222222222,0.207536980509758
0.3571428571428571,0.2438541017472744
0.8650793650793651,0.8421346247196198
0.0317460317460317,0.009354326874017715
0.5873015873015873,0.5245934277772903
0.1984126984126984,0.2151094414293766
0.3809523809523809,0.27542708069086075
0.6111111111111109,0.5624577850103378
0.8412698412698413,0.8067315816879272
0.0,0.04500213637948036
0.4365079365079365,0.31045469269156456
0.7936507936507936,0.7459245175123215
0.0,0.05065789446234703
0.0,0.0903653483837843
0.0,0.05953699164092541
0.4603174603174603,0.41379742324352264
0.6111111111111109,0.6491412967443466
0.6349206349206349,0.8394177556037903
0.0,0.02522886171936989
0.4920634920634921,0.48330972343683243
0.6904761904761906,0.6548735052347183
1.0,0.955729678273201
0.5793650793650794,0.4151398241519928
0.0,0.04401639103889465
0.1587301587301587,0.13383193872869015
0.7063492063492064,0.7779561579227448
0.0,0.031108178198337555
0.1904761904761904,0.11654379405081272
0.0,0.04449186474084854
0.9365079365079364,0.9438743442296982
1.0,1.0161970108747482
0.0,-0.014295846223831177
0.1746031746031746,0.4161568954586983
0.3095238095238095,0.5058031529188156
0.5555555555555556,0.6507640928030014
0.5555555555555556,0.6696498245000839
0.0,0.06432297453284264
0.0714285714285714,0.15647678449749947
0.5634920634920635,0.44162677228450775
0.1507936507936508,0.17215507104992867
0.0,-0.016112279146909714
0.0476190476190476,0.0967007577419281
0.7857142857142857,0.7443100810050964
0.0079365079365079,0.06724263355135918
0.2777777777777778,0.20557498931884766
0.9603174603174603,0.9253195226192474
0.1269841269841269,0.12003240548074245
0.2857142857142857,0.21887245401740074
0.5793650793650794,0.32219335436820984
0.0079365079365079,-0.013987675309181213
0.4761904761904762,0.3812202662229538
0.2222222222222222,0.23395972326397896
0.0079365079365079,0.06466763466596603
0.1507936507936508,0.17322051152586937
0.8888888888888888,0.9204651713371277
0.0079365079365079,0.08048546314239502
0.2142857142857143,0.19181732833385468
0.3253968253968254,0.28512031957507133
0.1111111111111111,0.1279212050139904
0.8492063492063492,0.8378510773181915
0.0,0.056797005236148834
0.3492063492063492,0.33169033378362656
0.1587301587301587,0.17112881690263748
0.2063492063492064,0.22564364597201347
0.5793650793650794,0.4285810515284538
0.0079365079365079,0.03958087041974068
0.9682539682539684,0.9314412176609039
0.0158730158730158,0.010399140417575836
0.3095238095238095,0.267620250582695
0.246031746031746,0.23124340549111366
0.5952380952380952,0.5487462282180786
0.6587301587301587,0.6621012836694717
0.0,-0.028435736894607544
0.1428571428571428,0.16486040130257607
0.7619047619047619,0.851053848862648
0.9047619047619048,0.9154971837997437
0.7936507936507936,0.8681550770998001
0.4285714285714286,0.3414028137922287
0.7777777777777778,0.5547149702906609
0.6507936507936508,0.5660739243030548
0.0158730158730158,-0.009661287069320679
0.3571428571428571,0.2679791860282421
0.5476190476190476,0.5440478175878525
0.7857142857142857,0.8085949867963791
0.8968253968253969,0.8993313312530518
0.3095238095238095,0.2929568700492382
0.8333333333333334,0.7782166004180908
0.6587301587301587,0.6935222297906876
0.0,0.04351428523659706
0.8412698412698413,0.8860878646373749
0.9603174603174603,1.003795325756073
0.1349206349206349,0.09715469181537628
0.0873015873015873,0.0698762945830822
0.4047619047619047,0.45209166407585144
0.0952380952380952,0.10240045189857483
0.5714285714285714,0.42588402330875397
0.7698412698412698,0.792122021317482
